filepath,filename,label
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_mahendra_5.txt,afternoon_mahendra_5.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_mahendra_6.txt,afternoon_mahendra_6.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_mahendra_7.txt,afternoon_mahendra_7.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_mahendra_8.txt,afternoon_mahendra_8.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_mahendra_9.txt,afternoon_mahendra_9.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_parveen_1.txt,afternoon_parveen_1.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_parveen_2.txt,afternoon_parveen_2.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_parveen_3.txt,afternoon_parveen_3.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_parveen_4.txt,afternoon_parveen_4.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_parveen_5.txt,afternoon_parveen_5.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_parveen_6.txt,afternoon_parveen_6.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_parveen_7.txt,afternoon_parveen_7.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_parveen_8.txt,afternoon_parveen_8.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_parveen_9.txt,afternoon_parveen_9.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pradeep_1.txt,afternoon_pradeep_1.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pradeep_2.txt,afternoon_pradeep_2.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pradeep_3.txt,afternoon_pradeep_3.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pradeep_4.txt,afternoon_pradeep_4.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pradeep_5.txt,afternoon_pradeep_5.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pradeep_6.txt,afternoon_pradeep_6.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pradeep_7.txt,afternoon_pradeep_7.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pradeep_8.txt,afternoon_pradeep_8.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pradeep_9.txt,afternoon_pradeep_9.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pramod_1.txt,afternoon_pramod_1.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pramod_2.txt,afternoon_pramod_2.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pramod_3.txt,afternoon_pramod_3.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pramod_4.txt,afternoon_pramod_4.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pramod_5.txt,afternoon_pramod_5.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pramod_6.txt,afternoon_pramod_6.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pramod_7.txt,afternoon_pramod_7.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pramod_8.txt,afternoon_pramod_8.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_pramod_9.txt,afternoon_pramod_9.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_prateek_1.txt,afternoon_prateek_1.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_prateek_2.txt,afternoon_prateek_2.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_prateek_3.txt,afternoon_prateek_3.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_prateek_4.txt,afternoon_prateek_4.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_prateek_5.txt,afternoon_prateek_5.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_prateek_6.txt,afternoon_prateek_6.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_prateek_7.txt,afternoon_prateek_7.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_prateek_8.txt,afternoon_prateek_8.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_prateek_9.txt,afternoon_prateek_9.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajat_1.txt,afternoon_rajat_1.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajat_2.txt,afternoon_rajat_2.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajat_3.txt,afternoon_rajat_3.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajat_4.txt,afternoon_rajat_4.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajat_5.txt,afternoon_rajat_5.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajat_6.txt,afternoon_rajat_6.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajat_7.txt,afternoon_rajat_7.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajat_8.txt,afternoon_rajat_8.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajat_9.txt,afternoon_rajat_9.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajkumar_1.txt,afternoon_rajkumar_1.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajkumar_2.txt,afternoon_rajkumar_2.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajkumar_3.txt,afternoon_rajkumar_3.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajkumar_4.txt,afternoon_rajkumar_4.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajkumar_5.txt,afternoon_rajkumar_5.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajkumar_6.txt,afternoon_rajkumar_6.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajkumar_7.txt,afternoon_rajkumar_7.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajkumar_8.txt,afternoon_rajkumar_8.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_rajkumar_9.txt,afternoon_rajkumar_9.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_shewta_1.txt,afternoon_shewta_1.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_shewta_2.txt,afternoon_shewta_2.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_shewta_3.txt,afternoon_shewta_3.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_shewta_4.txt,afternoon_shewta_4.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_shewta_5.txt,afternoon_shewta_5.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_shewta_6.txt,afternoon_shewta_6.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_shewta_7.txt,afternoon_shewta_7.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_shewta_8.txt,afternoon_shewta_8.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\afternoon_shewta_9.txt,afternoon_shewta_9.txt,afternoon
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_apurve_1.txt,baby_apurve_1.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_apurve_2.txt,baby_apurve_2.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_apurve_3.txt,baby_apurve_3.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_apurve_4.txt,baby_apurve_4.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_apurve_5.txt,baby_apurve_5.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_apurve_6.txt,baby_apurve_6.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_apurve_7.txt,baby_apurve_7.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_apurve_8.txt,baby_apurve_8.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_apurve_9.txt,baby_apurve_9.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_gautam_1.txt,baby_gautam_1.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_gautam_2.txt,baby_gautam_2.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_gautam_3.txt,baby_gautam_3.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_gautam_4.txt,baby_gautam_4.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_gautam_5.txt,baby_gautam_5.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_gautam_6.txt,baby_gautam_6.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_gautam_7.txt,baby_gautam_7.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_gautam_8.txt,baby_gautam_8.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_gautam_9.txt,baby_gautam_9.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_mahendra_1.txt,baby_mahendra_1.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_mahendra_2.txt,baby_mahendra_2.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_mahendra_3.txt,baby_mahendra_3.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_mahendra_4.txt,baby_mahendra_4.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_mahendra_5.txt,baby_mahendra_5.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_mahendra_6.txt,baby_mahendra_6.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_mahendra_7.txt,baby_mahendra_7.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_mahendra_8.txt,baby_mahendra_8.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_mahendra_9.txt,baby_mahendra_9.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_parveen_1.txt,baby_parveen_1.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_parveen_2.txt,baby_parveen_2.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_parveen_3.txt,baby_parveen_3.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_parveen_4.txt,baby_parveen_4.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_parveen_5.txt,baby_parveen_5.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_parveen_6.txt,baby_parveen_6.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_parveen_7.txt,baby_parveen_7.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_parveen_8.txt,baby_parveen_8.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_parveen_9.txt,baby_parveen_9.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pradeep_1.txt,baby_pradeep_1.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pradeep_2.txt,baby_pradeep_2.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pradeep_3.txt,baby_pradeep_3.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pradeep_4.txt,baby_pradeep_4.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pradeep_5.txt,baby_pradeep_5.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pradeep_6.txt,baby_pradeep_6.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pradeep_7.txt,baby_pradeep_7.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pradeep_8.txt,baby_pradeep_8.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pradeep_9.txt,baby_pradeep_9.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pramod_1.txt,baby_pramod_1.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pramod_2.txt,baby_pramod_2.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pramod_3.txt,baby_pramod_3.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pramod_4.txt,baby_pramod_4.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pramod_5.txt,baby_pramod_5.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pramod_6.txt,baby_pramod_6.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pramod_7.txt,baby_pramod_7.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pramod_8.txt,baby_pramod_8.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_pramod_9.txt,baby_pramod_9.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_prateek_1.txt,baby_prateek_1.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_prateek_2.txt,baby_prateek_2.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_prateek_3.txt,baby_prateek_3.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_prateek_4.txt,baby_prateek_4.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_prateek_5.txt,baby_prateek_5.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_prateek_6.txt,baby_prateek_6.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_prateek_7.txt,baby_prateek_7.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_prateek_8.txt,baby_prateek_8.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_prateek_9.txt,baby_prateek_9.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajat_1.txt,baby_rajat_1.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajat_2.txt,baby_rajat_2.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajat_3.txt,baby_rajat_3.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajat_4.txt,baby_rajat_4.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajat_5.txt,baby_rajat_5.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajat_6.txt,baby_rajat_6.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajat_7.txt,baby_rajat_7.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajat_8.txt,baby_rajat_8.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajat_9.txt,baby_rajat_9.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajkumar_1.txt,baby_rajkumar_1.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajkumar_2.txt,baby_rajkumar_2.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajkumar_3.txt,baby_rajkumar_3.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajkumar_4.txt,baby_rajkumar_4.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajkumar_5.txt,baby_rajkumar_5.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajkumar_6.txt,baby_rajkumar_6.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajkumar_7.txt,baby_rajkumar_7.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajkumar_8.txt,baby_rajkumar_8.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_rajkumar_9.txt,baby_rajkumar_9.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_shewta_1.txt,baby_shewta_1.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_shewta_2.txt,baby_shewta_2.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_shewta_3.txt,baby_shewta_3.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_shewta_4.txt,baby_shewta_4.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_shewta_5.txt,baby_shewta_5.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_shewta_6.txt,baby_shewta_6.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_shewta_7.txt,baby_shewta_7.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_shewta_8.txt,baby_shewta_8.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\baby_shewta_9.txt,baby_shewta_9.txt,baby
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_apurve_1.txt,big_apurve_1.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_apurve_2.txt,big_apurve_2.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_apurve_3.txt,big_apurve_3.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_apurve_4.txt,big_apurve_4.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_apurve_5.txt,big_apurve_5.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_apurve_6.txt,big_apurve_6.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_apurve_7.txt,big_apurve_7.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_apurve_8.txt,big_apurve_8.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_apurve_9.txt,big_apurve_9.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_gautam_1.txt,big_gautam_1.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_gautam_2.txt,big_gautam_2.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_gautam_3.txt,big_gautam_3.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_gautam_4.txt,big_gautam_4.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_gautam_5.txt,big_gautam_5.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_gautam_6.txt,big_gautam_6.txt,big
C:\Users\Talha\Documents\DataScience\Data Mining\Project\DataMining-Coursework\combined\big_gautam_7.txt,big_gautam_7.txt,big
